name,img_url,region,dday,applicants,지원금,모집상태,collected_at
"우리동네의 여름 어느날, 나만의 여름찾기 이벤트(with 효성)",https://www.monthler.kr/_next/image?url=https%3A%2F%2Fprod-monthler.s3.ap-northeast-2.amazonaws.com%2Fprograms%2F2693%2F1752122513239.jpg&w=3840&q=60,전국,,141.0,"￦30,000/지원",,2025-07-21 17:22:41
"2025 예천 청춘남녀 만남행사 - 1박2일 템플스테이, 썸이 절로",https://www.monthler.kr/_next/image?url=https%3A%2F%2Fprod-monthler.s3.ap-northeast-2.amazonaws.com%2Fprograms%2F2652%2F1751629354375.jpg&w=3840&q=60,경북 예천군,,33.0,전액 지원,,2025-07-21 17:22:41
부산 낙동강 물길 따라 떠나는 식도락 생태 여행 (선착순),https://www.monthler.kr/_next/image?url=https%3A%2F%2Fprod-monthler.s3.ap-northeast-2.amazonaws.com%2Fprograms%2F2626%2F1751119549555.jpg&w=3840&q=60,부산,,130.0,* 본문 지원항목 참고,,2025-07-21 17:22:41
"울산 문화가 있는날 7월 별빛문화기행 1, 2회차 모집 (선착순)",https://www.monthler.kr/_next/image?url=https%3A%2F%2Fprod-monthler.s3.ap-northeast-2.amazonaws.com%2Fprograms%2F2705%2F1752133748753.jpg&w=3840&q=60,울산,,9.0,* 본문 지원항목 참고,,2025-07-21 17:22:41
청양 성지혜윰길 : 몸을 비우는 1박2일 비건·사찰여행,https://www.monthler.kr/_next/image?url=https%3A%2F%2Fprod-monthler.s3.ap-northeast-2.amazonaws.com%2Fprograms%2F2710%2F1752139899147.jpg&w=3840&q=60,충남 청양군,,37.0,(참가비) 숙박+식사+현지교통+여행자보험 포함,,2025-07-21 17:22:41
2025 장담할게 : 장성과 담양여행하고 선물받기! (선착순),https://www.monthler.kr/_next/image?url=https%3A%2F%2Fprod-monthler.s3.ap-northeast-2.amazonaws.com%2Fprograms%2F2719%2F1752215854232.jpg&w=3840&q=60,전남,,14.0,1만원 상당의 선물 증정,,2025-07-21 17:22:41
서울 데스커라운지홍대에서 성장과 몰입의 시간을 가져보세요! (한달살러 전용혜택),https://www.monthler.kr/_next/image?url=https%3A%2F%2Fprod-monthler.s3.ap-northeast-2.amazonaws.com%2Fprograms%2F2723%2F1752220627993.jpg&w=3840&q=60,서울,,73.0,"2시간 무료이용권(12,000원), 종일권",,2025-07-21 17:22:41
2025 여수시 해양레저스포츠 체험 (선착순),https://www.monthler.kr/_next/image?url=https%3A%2F%2Fprod-monthler.s3.ap-northeast-2.amazonaws.com%2Fprograms%2F2580%2F1750832107654.jpg&w=3840&q=60,전남 여수시,,331.0,체험 지원,,2025-07-21 17:22:41
2025 인천 어라운드 덕적·소야도 섬 자전거투어 (1박2일),https://www.monthler.kr/_next/image?url=https%3A%2F%2Fprod-monthler.s3.ap-northeast-2.amazonaws.com%2Fprograms%2F2674%2F1751864890496.jpg&w=3840&q=60,인천 옹진군,,30.0,체험 지원 및 각종 기념품,,2025-07-21 17:22:41
2025년 Horse & Farm Tour! 경기 마·농(馬農) 문화체험 (교사 힐링승마 2차),https://www.monthler.kr/_next/image?url=https%3A%2F%2Fprod-monthler.s3.ap-northeast-2.amazonaws.com%2Fprograms%2F2707%2F1752194963823.jpg&w=3840&q=60,경기,,8.0,전액 지원,,2025-07-21 17:22:41
2025년 Horse & Farm Tour! 경기 마·농(馬農) 문화체험 (교사 힐링승마 1차),https://www.monthler.kr/_next/image?url=https%3A%2F%2Fprod-monthler.s3.ap-northeast-2.amazonaws.com%2Fprograms%2F2709%2F1752194957529.jpg&w=3840&q=60,경기,,5.0,전액 지원,,2025-07-21 17:22:41
자녀와 함께하는 3박4일 밀양탐색 연결-스테이 (8월) [조기 마감 예정 ~7/16],https://www.monthler.kr/_next/image?url=https%3A%2F%2Fprod-monthler.s3.ap-northeast-2.amazonaws.com%2Fprograms%2F2690%2F1752193043567.jpg&w=3840&q=60,경남 밀양시,,100.0,전액 지원,,2025-07-21 17:22:41
논산 한옥 사진관 체험단 모집 (선착순),https://www.monthler.kr/_next/image?url=https%3A%2F%2Fprod-monthler.s3.ap-northeast-2.amazonaws.com%2Fprograms%2F2721%2F1752158029406.jpg&w=3840&q=60,충남 논산시,,48.0,가족사진 촬영 및 사진 선물,,2025-07-21 17:22:41
장성 축령산 편백숲 트레킹 관광객 주차장 이동수단 전액지원 (선착순),https://www.monthler.kr/_next/image?url=https%3A%2F%2Fprod-monthler.s3.ap-northeast-2.amazonaws.com%2Fprograms%2F2697%2F1752121722548.jpg&w=3840&q=60,전남 장성군,,13.0,* 본문 지원항목 참고,,2025-07-21 17:22:41
쏠쏠한 장성여행 스탬프 투어 (선착순),https://www.monthler.kr/_next/image?url=https%3A%2F%2Fprod-monthler.s3.ap-northeast-2.amazonaws.com%2Fprograms%2F2694%2F1752120405093.jpg&w=3840&q=60,전남 장성군,,11.0,"￦30,000/지원",,2025-07-21 17:22:41
